ITEM TYPE,RETAIL SALES
LIQUOR,0.51
LIQUOR,0.51
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.08
WINE,0.49
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.17
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.16
WINE,0.08
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.25
WINE,0.00
WINE,0.00
WINE,0.00
WINE,1.00
SANTA JULIA CAB ORGANIC - 750ML,WINE
WINE,0.00
WINE,0.16
WINE,0.00
BITCH GREN - 750ML,WINE
WINE,0.00
WINE,0.17
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.08
ANCIENT PEAKS RENEGADE RED BLEND - 750ML,WINE
WINE,0.89
WINE,0.00
MASSAYA LE COLOMBIER RED - 750ML,WINE
WINE,0.00
DIBON BRUT ROSE - 750ML,WINE
CHIARLI LAMB CENTENARIO - 750ML,WINE
WINE,0.00
WINE,0.00
SANTA JULIA BL/BL ORG - 750ML,WINE
WINE,0.08
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.50
WINE,0.00
WINE,0.24
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.25
WINE,0.00
WINE,0.16
WINE,0.00
WINE,0.32
WINE,0.00
WINE,0.00
WINE,3.85
WINE,0.00
WINE,0.00
WINE,0.48
WINE,0.00
WINE,0.49
COMMUNION P/NOIR - 750ML,WINE
WINE,0.49
WINE,0.08
WINE,1.46
WINE,0.08
WINE,0.00
WINE,1.89
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,5.38
WINE,0.00
WINE,0.00
LIQUOR,41.47
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
MILBRANDT EST MALB - 750ML,WINE
WINE,0.00
GRAHAM BECK BLISS DEMI SEC NV - 750ML,WINE
WINE,6.07
WINE,33.48
WINE,0.81
WINE,0.00
WINE,0.57
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.24
ANNABELLA SONOMA CAB - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.32
MONTGRAVET CARIGNAN - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,1.15
JOEL RICAHRD XANEJO TEQUILA - 750ML,LIQUOR
WINE,0.48
WINE,0.00
ANCIENT PEAKS OYSTER RIDGE RED BLEND - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,11.56
GAROFOLI MONTEPUL PIANCARDA ROSSO - 750ML,WINE
BALLARD LANE ZIN - 750ML,WINE
DE WETSHOF CHARD LIMESTONE HILL - 750ML,WINE
WINE,21.79
WINE,2.76
WINE,17.08
LIQUOR,0.32
LIQUOR,0.17
LIQUOR,2.20
LIQUOR,0.84
WINE,0.00
WINE,1.22
WINE,0.00
ANGELINE CAB CAL - 750ML,WINE
WINE,0.00
WINE,19.37
WINE,0.08
WINE,0.00
LIQUOR,0.32
WINE,5.53
WINE,0.16
WINE,10.82
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.17
LIQUOR,4.07
WINE,0.00
DOM LAFAGE MIRAFLORS ROSE - 750ML,WINE
MONTGRAVET ROSE - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.08
WINE,0.08
WINE,0.00
WINE,0.17
SANTA JULIA DULCE TINTO SWEET RED - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,10.17
WINE,0.32
WINE,1.65
HITCHING POST PNKS ROSE - 750ML,WINE
FAMILIA ZUCCARDI SERIE A CAB - 750ML,WINE
WINE,0.00
SEAN MINOR SONOMA COAST P/NOIR - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.49
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.34
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.08
WINE,11.86
WINE,2.27
WINE,0.00
WINE,0.00
WINE,1.05
WINE,0.00
WINE,0.00
WINE,1.19
WINE,0.51
WINE,1.87
WINE,0.17
WINE,5.19
WINE,0.08
WINE,0.50
WINE,0.00
WINE,1.22
WINE,0.00
WINE,0.00
WINE,0.00
WINE,4.11
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,13.97
WINE,0.00
WINE,0.08
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,1.47
WINE,1.06
WINE,0.00
WINE,0.25
WINE,0.00
WINE,0.49
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.08
WINE,0.08
WINE,2.06
LIQUOR,27.10
LIQUOR,0.08
LIQUOR,32.18
WINE,1.81
LIQUOR,0.68
WINE,6.46
LIQUOR,26.40
LIQUOR,0.17
LIQUOR,0.51
WINE,3.29
LIQUOR,0.68
LIQUOR,0.49
LIQUOR,1.38
WINE,0.65
WINE,0.08
LIQUOR,10.31
WINE,0.00
LIQUOR,5.12
WINE,0.24
WINE,0.08
WINE,0.00
LIQUOR,0.02
WINE,0.33
LIQUOR,0.48
LIQUOR,0.17
LIQUOR,0.71
LIQUOR,0.16
WINE,0.00
WINE,0.08
LIQUOR,0.17
WINE,2.51
WINE,23.67
LIQUOR,0.51
WINE,0.16
WINE,21.77
WINE,46.17
WINE,0.00
LIQUOR,0.66
LIQUOR,1.36
LIQUOR,3.55
WINE,0.25
LIQUOR,0.51
LIQUOR,3.29
LIQUOR,1.19
WINE,0.00
LIQUOR,0.69
WINE,0.00
LIQUOR,0.08
WINE,0.40
LIQUOR,8.05
LIQUOR,22.54
LIQUOR,4.41
 DOMAINE PIRON - 750ML",WINE
BEER,0.00
LIQUOR,1.32
WINE,28.73
WINE,0.00
WINE,0.16
WINE,0.67
WINE,0.08
WINE,0.00
WINE,0.00
WINE,0.65
WINE,4.16
WINE,0.00
BEER,0.00
WINE,0.17
LIQUOR,0.00
LIQUOR,0.33
WINE,0.00
BEER,0.00
WINE,0.00
WINE,0.00
WINE,0.10
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.24
LIQUOR,1.52
LIQUOR,4.98
LIQUOR,0.81
LIQUOR,0.16
WINE,0.08
LIQUOR,0.00
WINE,0.17
WINE,1.21
WINE,0.00
LIQUOR,16.02
WINE,5.79
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.24
WINE,0.00
WINE,53.25
LIQUOR,7.47
LIQUOR,3.57
WINE,0.00
LIQUOR,1.02
LIQUOR,0.32
LIQUOR,0.72
BEER,77.66
WINE,3.41
BEER,0.34
WINE,0.34
WINE,0.00
GHOST BLOCK S/BLC - 750ML,WINE
STOBI RKATSITELI - 750ML,WINE
WINE,0.17
TWENTY BENCH NORTH COAST CAB - 750ML,WINE
JACOPO POLI MOSCATO GRAPPA - 375ML,LIQUOR
LIQUOR,0.00
WINE,0.00
SMITH & HOOK PROPRIETARY RED - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
CATENA LUNLUNTA MALB - 750ML,WINE
WINE,0.00
WINE,0.00
KEGS,0.00
KEGS,0.00
WINE,0.00
FRITZ HAAG QBA RIES - 750ML,WINE
BEER,0.00
BEER,0.00
BEER,0.00
ANGELINE ROSE - 750ML,WINE
AGRINA DOO PORTUGUISER - 750ML,WINE
WINE,9.89
LIQUOR,0.17
LIQUOR,0.24
LIQUOR,1.19
LIQUOR,3.73
LIQUOR,0.24
RANSOM RYE BARLEY WHEAT WHISKEY - 750ML,LIQUOR
ROUGH RIDER HAPPY WARRIOR - 750ML,LIQUOR
CAPITOLINE DRY VERMTH - 750ML,WINE
THREE FINGERS 12YR OLD CANADIAN WHISKEY - 750ML,LIQUOR
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,16.57
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
ANCIENT PEAKS CHARD - 750ML,WINE
WINE,0.00
WINE,4.06
WINE,0.00
WINE,0.00
WINE,0.00
BENOIT GAUTIER VOUV DE GAUTIER - 750ML,WINE
WINE,0.32
STELLA P/GRIG - 3L,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
POGGIO SCALETTE CHN CLASS - 750ML,WINE
WINE,0.00
TARAPACA GRAN RESA CARMN - 750ML,WINE
WINE,0.00
TARAPACA GRAN RESA CAB - 750ML,WINE
ROBLAR MER - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,2.27
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.32
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.16
LE CHARMEL ROSE - 750ML,WINE
BROWNE FAMILY CAB HERITAGE - 750ML,WINE
WINE,8.12
LIQUOR,1.01
LIQUOR,0.85
LIQUOR,1.17
WINE,0.00
WINE,0.00
WINE,4.96
WINE,29.06
BATTLE CREEK UNCONDITIONAL P/NOIR - 750ML,WINE
WINE,0.00
KEGS,0.00
WINE,0.08
WINE,8.37
WINE,0.00
WINE,3.88
WINE,0.17
BEER,0.00
WINE,0.00
WINE,0.08
WINE,0.00
WINE,0.00
WINE,0.08
WINE,0.00
WINE,0.08
WINE,4.12
WINE,0.00
LIQUOR,2.72
LIQUOR,0.17
LIQUOR,0.84
WINE,0.00
LIQUOR,0.68
WINE,0.00
LIQUOR,2.72
LIQUOR,0.34
WINE,0.00
WINE,1.40
WINE,0.00
CH LAUSSAC BORD - 750ML,WINE
KEGS,0.00
WINE,0.00
WINE,0.00
WINE,4.08
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.34
WINE,0.51
WINE,0.08
LIQUOR,2.70
WINE,1.72
LIQUOR,8.95
BEER,0.00
FIGUIERE LE ST ANDRE ROSE - 750ML,WINE
WINE,0.65
WINE,0.00
WINE,0.00
WINE,0.00
WINE,1.25
WINE,0.00
WINE,0.00
KEGS,0.00
PARADOU COTES DE PROVENCE ROSE - 750ML,WINE
WINE,0.34
LIQUOR,6.06
KEGS,0.00
WINE,0.00
BEER,0.00
WINE,0.00
WINE,0.16
WINE,0.00
WINE,0.00
LIQUOR,0.51
LIQUOR,0.16
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.50
LIQUOR,0.34
LIQUOR,0.00
LIQUOR,0.17
LIQUOR,0.51
PICO MACCARIO LAVIGNONE ROSATO - 750ML,WINE
WINE,0.00
LIQUOR,0.17
WINE,0.00
WINE,0.33
WINE,0.00
WINE,0.08
FAT BASTARD SHZ - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.40
WINE,0.50
WINE,0.00
LIQUOR,0.51
LIQUOR,1.52
LIQUOR,1.46
WINE,2.68
WINE,0.00
WINE,0.37
WINE,0.00
WINE,0.00
WITHER HILLS S/BLC - 19.5L,WINE
DV CATENA TINTO HISTORICO RED - 750ML,WINE
WINE,0.00
WINE,0.00
LIQUOR,0.24
KEGS,0.00
GRAMONA GESSAMI - 750ML,WINE
BEER,0.00
BEER,0.00
WINE,0.00
BEER,0.00
BEER,0.00
BEER,0.00
BEER,0.00
BEER,0.00
WINE,0.00
TARIMA BLANCO - 750ML,WINE
WINE,1.38
BEER,0.00
BEER,0.00
WINE,0.00
WINE,0.00
WINE,0.24
WINE,0.00
WINE,2.35
WINE,0.00
WINE,0.00
WINE,0.00
MEZCALES DE LEYENDA SAN LUIS POTOS - 750ML,LIQUOR
FAT BASTARD CHARD - 750ML,WINE
WINE,0.00
WINE,0.00
CHOKAISAN JUNMAI DAIGINJO - 720ML,WINE
LIQUOR,0.08
GRAMONA CAVA GR CUVEE - 750ML,WINE
WINE,0.00
MU SAKE JUNMAI DIAGINJYO - 720ML,WINE
KEGS,0.00
BEER,0.00
WINE,0.00
LIQUOR,0.14
WINE,0.00
WINE,0.00
WINE,0.40
BEER,0.00
WINE,0.49
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LAMBLIN CHABLIS,WINE
WINE,0.17
WINE,0.00
BEER,0.00
WINE,0.00
WINE,0.00
BEER,0.00
BEER,0.00
BEER,0.00
MARTIN RAY PINOT NOIR SONOMA,WINE
BEER,0.00
LEOPOLD BROS SMALL BATCH GIN 750 ML,LIQUOR
LIQUOR,1.19
LIQUOR,4.07
LIQUOR,12.88
LIQUOR,0.17
LIQUOR,0.85
LIQUOR,0.17
GRUET BRUT ROSE NV 375 ML,WINE
CARLOS SERRES RESERVA 750 ML,WINE
WINE,0.00
WINE,0.00
LIQUOR,0.51
LIQUOR,1.02
LIQUOR,4.16
LIQUOR,0.48
LIQUOR,1.00
LIQUOR,2.19
LIQUOR,0.00
WINE,0.00
LIQUOR,0.00
WINE,0.00
WINE,0.00
WITHER HILLS PINOT NOIR ROSE KEG 19.5L,WINE
WINE,0.00
CRISTOM PINOT GRIS 750 ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
GHOSTRUNNER RED BLEND 750 ML,WINE
BEER,0.00
BEER,0.00
BEER,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,2.36
WINE,9.88
WINE,0.00
BEER,0.00
BEER,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
CARLOS SERRES GRAN RESERVA 750 ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.08
WINE,0.00
SAILORS GRAVE CAB SAUV 750 ML,WINE
WINE,0.00
WINE,0.16
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,1.05
WINE,0.00
WINE,0.00
WINE,0.08
LIQUOR,0.85
LIQUOR,1.19
LIQUOR,0.17
WINE,0.00
WINE,0.57
WINE,0.00
LIQUOR,0.51
WINE,0.00
CANTINA VALLE TRITANA MONTEPUL D'ABRUZZO - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,1.79
LIQUOR,21.39
WINE,4.90
LIQUOR,2.98
WINE,0.65
WINE,0.41
LIQUOR,6.63
LIQUOR,7.94
LIQUOR,6.75
LIQUOR,10.34
WINE,0.00
WINE,8.35
WINE,0.00
LIQUOR,80.90
WINE,2.93
WINE,1.44
WINE,0.00
WINE,5.83
WINE,1.39
WINE,0.00
LIQUOR,3.38
WINE,0.34
LIQUOR,2.02
LIQUOR,3.21
LIQUOR,2.31
LIQUOR,6.46
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,1.12
LIQUOR,1.87
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,12.36
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,10.36
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
BEER,0.00
WINE,0.00
WINE,0.00
WINE,17.44
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.85
WINE,0.00
WINE,0.00
LANSON BLACK LABEL BRUT- 750ML,WINE
PIKES HILLS AND VALLEYS RIESLING - 750ML,WINE
WINE,0.00
LIQUOR,3.21
WINE,0.08
WINE,0.50
WINE,0.00
WINE,1.55
WINE,0.40
ANGELINE CAL CHARDONNAY - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,17.08
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.68
WINE,0.24
WINE,0.00
WINE,0.00
WINE,1.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.00
HERENCIA ALTES L'ESTEL RED - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.24
WINE,0.72
BROCHARD LES CARISANNES SAUV BLANC - 750ML,WINE
WINE,0.32
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
NON-ALCOHOL,0.00
WINE,0.00
WINE,0.00
WINE,1.00
WINE,0.00
WINE,0.00
LIQUOR,1.02
LIQUOR,0.17
WINE,0.00
WINE,0.00
WINE,0.00
CROCUS L'ATELIER MALBEC - 750ML,WINE
WINE,32.65
WINE,1.08
WINE,0.49
LIQUOR,27.00
WINE,8.45
WINE,0.00
WINE,10.00
VINS AUVIGUE POUILLY FUISSE SOLUTRE - 750ML,WINE
WINE,5.25
WINE,4.62
AMBLE CHASE ROSE - 8.5OZ CAN,WINE
LIQUOR,1.65
WINE,0.34
WINE,7.56
WINE,2.75
WINE,5.70
WINE,0.00
WINE,0.00
WINE,1.22
WINE,2.29
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,14.42
LIQUOR,3.54
LIQUOR,0.17
LIQUOR,10.65
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.41
WINE,0.81
WINE,4.64
WINE,3.41
PETITE SIRENE CAB/MLT - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.08
WINE,0.00
WINE,0.41
MENADE ORGANIC VERDEJO - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
SINGANI 63 BRANDY - 750ML,LIQUOR
LIQUOR,2.88
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.85
FOUR BEARS VI GRIS ROSE - 750ML,WINE
DMZ WESTERN CAPE ROSE - 750ML,WINE
WINE,0.00
WINE,0.00
TIAMO GRILLO BLANCO CANS - 375ML,WINE
WINE,0.00
WINE,0.00
WITHER HILLS ROSE OF PINOT NOIR - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WILLIAMS SELYEM P/NOIR FERRINGTON VYD - 750ML,WINE
WINE,0.00
LIQUOR,0.17
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.16
WINE,0.24
WINE,0.16
LIQUOR,0.48
WINE,0.00
PRIEST RANCH CABERNET SAUVIGNON - 750ML,WINE
TERRANOBLE GRAN RES CAIGNAN - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,3.28
ARGIOLAS PEDERA - 750ML,WINE
WINE,0.00
WINE,0.24
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,1.00
WINE,9.27
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.24
BEER,0.00
WINE,0.00
LIQUOR,6.96
WINE,0.00
WINE,0.08
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.85
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,43.42
WINE,0.00
REVERDY DUCROUX SANCERRE SILEX - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,1.01
WINE,0.00
SANSONINA EVALUNA CABERNET - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,17.77
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.85
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,194.87
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.24
WINE,0.00
WINE,0.49
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
GOTHAM SHAKE SHACK RED - 19.5L,WINE
GOTHAM SHAKE SHACK WHITE - 19.5L,WINE
WINE,0.00
WINE,0.00
WINE,0.00
CAMPBELLS RUTHERGLEN MUSCAT - 375ML,WINE
WINE,0.00
WINE,0.00
LIQUOR,0.00
GAI'A MONOGRAPH MOSCHOFILERO - 750ML,WINE
GAI'A MONOGRAPH AGIORGITIKO - 750ML,WINE
LIQUOR,1.84
WINE,0.00
WINE,0.90
LIQUOR,0.16
WINE,0.91
LIQUOR,0.00
WINE,1.70
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
SMITH WOODHOUSE TAWNY 20YR - 750ML,WINE
MORLET PINOT NOIR EN FAMILLE 750 ML,WINE
LIQUOR,4.05
WINE,0.00
LIQUOR,8.50
LIQUOR,1.35
LIQUOR,8.99
LIQUOR,2.71
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.24
LIQUOR,22.91
LIQUOR,2.26
WINE,1.17
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.28
LIQUOR,0.24
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
ZENATO SERGIO ZENATO AMARONE RS - 750ML,WINE
WINE,0.00
WINE,0.00
LIQUOR,1.02
LIQUOR,0.68
LIQUOR,3.74
WINE,0.00
WINE,0.50
WINE,0.00
WINE,0.00
FORTALEZA BLANCO TEQUILA - 750ML,LIQUOR
WINE,0.00
WINE,0.00
LIQUOR,8.25
BEER,0.00
WINE,0.00
RAUZAN SEGLA 2ND SEGLA MARGAUX - 750ML,WINE
WINE,0.00
WINE,0.00
GOTHAM RANCHO RODEO PINOT NOIR - 19.5L,WINE
GOTHAM RANCHO RODEO PINOT GRIGIO - 19.5L,WINE
WINE,0.00
BEER,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
BANHEZ MEZCAL JOVEN - 1LTR,LIQUOR
MONTIRIUS GIGONDAS TERRE DES AINES - 750ML,WINE
LIQUOR,9.49
WINE,0.00
WINE,1.22
J CHRISTOPHER BASALTE P/NOIR - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,5.78
WINE,0.00
WINE,0.00
LIQUOR,0.00
LIQUOR,0.40
WINE,0.00
LIQUOR,11.94
DFG BY PAUL HOBBS MALBEC - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.00
WINE,0.00
BITCH BUBBLY - 187ML,WINE
ARENA CABERNET SAUVIGNON - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
JUVE Y CAMP P/NOIR BRUT ROSE C - 750ML,WINE
NON-ALCOHOL,0.00
WINE,0.00
WINE,0.00
WINE,1.00
BEER,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,28.76
WINE,0.00
WINE,0.00
SANTA JULIA MALBEC TINTILLO - 750ML,WINE
HATSUMAGO SAKE JUN MAI SHU - 300ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,144.63
DOM B DEFAIX PETIT CHABLIS  - 750ML,WINE
WINE,0.57
WINE,0.00
WINE,0.00
LIQUOR,0.40
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
QUINTA DE CHOCAPALHA BRANCO - 750ML,WINE
WINE,0.00
RED TAIL RIDGE DRY RIESLING  - 750ML,WINE
FAT BASTARD SAUVIGNON BLANC - 750ML,WINE
WINE,0.16
WINE,0.00
LIQUOR,0.00
LIQUOR,14.94
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.75
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
FORTALEZA STILL STRENGHT BLANCO TEQUILA - 750ML,LIQUOR
WINE,0.00
GROTH CAB - 750ML,WINE
LIQUOR,108.30
XAIVER MONNOT MERSAULT 1ER CRU LES CHARMES - 750 ML,WINE
ROCK & VINE 3 RANCHES CHARDONNAY - 750ML,WINE
WINE,0.00
WINE,0.00
BEER,0.00
BEER,0.00
WINE,0.00
FINCA WOLFFER ROSE - 750ML,WINE
WINE,0.00
LIQUOR,23.24
WINE,0.00
WINE,0.00
LIQUOR,0.51
LIQUOR,7.59
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
DOM LAFAGE COTE EST - 750ML,WINE
VALDESPINO MEDIUM DRY CONTRABANDISTA - 750ML,WINE
WINE,0.00
WINE,0.00
CINCO SENTIDOS PAPALOMETL MEZCAL - 750ML,LIQUOR
WINE,0.00
GRAN PASSIONE BIANCO - 750ML,WINE
WINE,0.00
RED TAIL RIDGE RIESLING  PET NAT - 750ML,WINE
LIQUOR,229.94
CH HAUT LA PEREYRE BORD BLANC - 750ML,WINE
SLINGSHOT CABERNET SAUVIGNON - 750ML,WINE
WINE,0.00
WINE,0.00
SLINGSHOT SAUVIGNON BLANC - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,195.43
CASTELLUCCIO LE MORE SANGIOVESE - 750ML,WINE
WINE,0.00
WINE,0.00
VASSE FELIX FILIUS CABERNET SAUVIGNON - 750ML,WINE
PIKE ROAD PINOT NOIR - 750ML,WINE
WOLFFER ESTATE SUMMER IN A BOTTLE ROSE - 750ML,WINE
HIGH NOTE ANDES RED BLEND - 750ML,WINE
WINE,0.00
LIQUOR,0.00
SANTA JULIA MALBEC ROSE - 750ML,WINE
WINE,0.00
LIQUOR,9.30
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,3.73
CASANOVA DI NERI BRUNELLO WHITE LABEL - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
SOTOL FABRIQUERO DURANGO - 750ML,LIQUOR
WINE,0.00
WINE,0.00
PIKE ROAD PINOT GRIS - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
CARLOS SERRES ROSE - 750ML,WINE
WINE,0.00
FRANCOIS LURTON LES HAUTS DE JANEIL ROSE - 750ML,WINE
MEZCALES DE LEYENDA DURANGO - 750ML,LIQUOR
CHAPPELLET GC DUTTON RANCH PINOT NOIR - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
YALUMBA BAROSSA SHIRAZ - 750ML,WINE
YALUMBA BAROSSA GRENACHE - 750ML,WINE
WINE,0.00
CH PEYRAT GRAVES ROUGE - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
FAISAO VINHO VERDE - 750ML,WINE
FAISAO VINHO VERDE ROSE - 750ML,WINE
LIQUOR,39.31
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.00
ELENA WALCH PINOT BIANCO - 750ML,WINE
GLENELLY EST UNOAKED CHARD GLASS COL - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
FOGO DE CHAO GRAN RS MALBEC - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
