ITEM TYPE,RETAIL SALES
LIQUOR,3.30
LIQUOR,0.51
WINE,1.18
WINE,1.53
WINE,2.36
WINE,2.71
LIQUOR,3.54
WINE,3.35
WINE,9.12
LIQUOR,27.58
WINE,0.00
WINE,1.95
WINE,0.00
WINE,7.60
WINE,3.42
WINE,4.40
WINE,5.19
WINE,3.89
WINE,3.38
KEGS,0.00
KEGS,0.00
KEGS,0.00
BEER,0.73
WINE,0.00
WINE,0.00
LIQUOR,0.51
WINE,2.17
WINE,1.37
LIQUOR,1.32
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,5.60
LIQUOR,4.24
LIQUOR,1.19
LIQUOR,2.55
LIQUOR,0.51
LIQUOR,0.85
LIQUOR,3.06
LIQUOR,2.38
WINE,0.00
LIQUOR,2.52
KEGS,0.00
WINE,0.00
LIQUOR,1.53
WINE,3.54
LIQUOR,0.32
WINE,0.66
LIQUOR,8.30
WINE,4.78
WINE,2.67
LIQUOR,0.68
LIQUOR,3.56
LIQUOR,0.00
LIQUOR,0.00
WINE,0.00
LIQUOR,4.92
WINE,0.00
LIQUOR,3.56
WINE,0.00
WINE,0.00
LIQUOR,20.83
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.66
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,99.58
WINE,0.00
LIQUOR,0.34
LIQUOR,5.43
LIQUOR,2.55
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.68
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.08
LIQUOR,6.97
WINE,0.00
WINE,0.00
WINE,0.00
WINE,2.10
WINE,4.44
WINE,10.48
WINE,3.85
WINE,5.94
WINE,4.46
LIQUOR,4.58
LIQUOR,6.18
WINE,0.66
WINE,0.00
WINE,1.47
WINE,1.05
WINE,18.90
WINE,6.91
WINE,5.41
WINE,12.25
WINE,1.93
WINE,0.17
LIQUOR,15.08
LIQUOR,3.13
LIQUOR,4.75
WINE,4.39
WINE,0.00
WINE,0.00
LIQUOR,4.00
LIQUOR,4.03
LIQUOR,4.10
LIQUOR,2.82
LIQUOR,3.60
LIQUOR,3.12
LIQUOR,4.48
LIQUOR,3.69
WINE,1.48
LIQUOR,4.77
LIQUOR,4.57
LIQUOR,10.82
LIQUOR,21.38
LIQUOR,0.17
WINE,0.00
WINE,0.00
WINE,0.00
WINE,9.62
LIQUOR,62.01
LIQUOR,60.89
LIQUOR,70.38
WINE,0.00
WINE,0.00
LIQUOR,19.87
LIQUOR,18.51
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.08
LIQUOR,1.86
WINE,0.00
WINE,0.00
LIQUOR,0.68
LIQUOR,2.89
LIQUOR,2.21
WINE,4.56
LIQUOR,0.00
WINE,9.89
WINE,7.32
LIQUOR,0.34
WINE,5.17
WINE,0.00
LIQUOR,2.04
LIQUOR,0.67
LIQUOR,2.81
BEER,0.00
WINE,0.00
LIQUOR,0.17
LIQUOR,0.34
LIQUOR,0.17
WINE,0.00
WINE,0.00
LIQUOR,1.02
LIQUOR,0.17
LIQUOR,1.36
WINE,6.35
WINE,1.18
LIQUOR,0.68
WINE,0.00
LIQUOR,0.17
LIQUOR,0.68
LIQUOR,2.03
LIQUOR,1.02
LIQUOR,0.33
WINE,2.55
LIQUOR,7.48
LIQUOR,19.48
WINE,3.89
WINE,7.65
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.34
WINE,0.00
WINE,0.00
WINE,7.37
LIQUOR,3.53
WINE,0.00
WINE,0.16
LIQUOR,0.64
WINE,0.00
LIQUOR,25.62
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,2.72
LIQUOR,1.70
LIQUOR,8.15
WINE,0.00
WINE,0.00
LIQUOR,0.00
WINE,0.00
WINE,3.06
WINE,0.33
WINE,0.00
WINE,0.00
BEER,0.00
WINE,0.00
WINE,0.00
BEER,1.00
WINE,0.00
BEER,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.34
LIQUOR,8.94
LIQUOR,0.32
LIQUOR,0.33
BEER,0.00
LIQUOR,0.33
WINE,1.16
BEER,0.00
LIQUOR,2.54
BEER,0.04
LIQUOR,101.38
BEER,0.75
BEER,1.50
BEER,0.00
BEER,0.00
BEER,0.00
BEER,0.25
BEER,0.00
WINE,0.00
WINE,0.00
BEER,0.00
BEER,0.00
NON-ALCOHOL,0.00
KEGS,0.00
WINE,0.24
BEER,0.00
WINE,0.00
BEER,0.00
WINE,0.33
KEGS,0.00
KEGS,0.00
BEER,0.08
LIQUOR,2.89
BEER,0.00
BEER,0.00
BEER,0.84
LIQUOR,37.87
BEER,0.64
BEER,4.05
BEER,19.25
BEER,0.00
GROTH S/BLC - 750ML,WINE
GROTH CHARD - 750ML,WINE
WINE,0.00
BEER,0.00
BEER,2.00
LIQUOR,2.09
BEER,0.00
BEER,3.50
KEGS,0.00
LIQUOR,0.68
WINE,28.61
WINE,1.99
KEGS,0.00
BEER,4.29
BEER,2.25
BEER,0.00
BEER,0.00
WINE,1.09
BEER,0.00
ZENATO RIPASSA VAL - 750ML,WINE
WINE,0.16
BEER,0.00
BEER,0.00
KEGS,0.00
BEER,0.00
LIQUOR,5.68
BEER,0.00
BEER,0.08
BEER,144.00
BEER,73.83
BEER,9.50
BEER,2.50
LIQUOR,1.18
BEER,143.20
BEER,47.75
BEER,0.00
BEER,35.95
KEGS,0.00
BEER,0.04
BEER,187.00
BEER,46.50
BEER,25.50
BEER,2.75
LIQUOR,6.19
BEER,2.00
LIQUOR,0.24
BEER,40.00
BEER,3.50
BEER,0.00
BEER,13.50
KEGS,0.00
BEER,33.25
BEER,0.00
BEER,0.00
BEER,0.00
BEER,34.00
KEGS,0.00
KEGS,0.00
WINE,5.91
KEGS,0.00
KEGS,0.00
WINE,2.38
KEGS,0.00
WINE,0.17
BEER,1.00
BEER,165.15
WINE,1.34
BEER,25.25
BEER,37.25
BEER,0.68
BEER,1.00
BEER,10.75
BEER,0.00
WINE,2.88
BEER,43.29
BEER,19.75
BEER,1.00
BEER,4.00
BEER,19.00
KEGS,0.00
KEGS,0.00
BEER,0.00
BEER,0.00
LIQUOR,5.27
BEER,0.00
BEER,0.00
BEER,0.00
KEGS,0.00
ALOIS LAGEDER PINOT GRIGIO - 750ML,WINE
BEER,0.00
BEER,0.00
BEER,0.00
BEER,360.00
BEER,13.25
BEER,0.00
BEER,3.25
BEER,2.00
BEER,39.83
LIQUOR,2.55
BEER,1.75
KEGS,0.00
BEER,0.00
BEER,44.50
BEER,14.25
BEER,13.75
BEER,0.99
BEER,0.00
BEER,19.50
BEER,0.71
BEER,1.00
WINE,10.93
BEER,0.00
BEER,0.00
BEER,0.00
BEER,0.50
BEER,60.75
KEGS,0.00
BEER,10.25
BEER,0.00
WINE,0.58
BEER,39.00
BEER,40.00
BEER,1.00
BEER,1.25
BEER,20.00
WINE,30.22
BEER,0.00
BEER,11.50
BEER,0.00
BEER,3.00
KEGS,0.00
KEGS,0.00
BEER,10.50
BEER,16.50
WINE,0.00
BEER,16.00
BEER,634.00
BEER,0.00
BEER,3.00
BEER,0.00
BEER,5.71
KEGS,0.00
BEER,0.00
BEER,0.00
BEER,0.68
KEGS,0.00
BEER,10.56
KEGS,0.00
BEER,6.50
BEER,0.00
BEER,11.22
BEER,38.63
BEER,0.00
BEER,44.00
BEER,0.67
BEER,0.00
KEGS,0.00
BEER,0.00
KEGS,0.00
KEGS,0.00
BEER,21.00
BEER,0.00
DUNNAGE,0.00
BEER,12.75
BEER,0.00
BEER,1.00
BEER,0.00
BEER,3.25
BEER,0.00
KEGS,0.00
LIQUOR,216.85
LIQUOR,42.66
KEGS,0.00
BEER,0.00
BEER,1.98
LIQUOR,1.12
BEER,0.00
BEER,43.62
LIQUOR,3.45
BEER,83.66
KEGS,0.00
BEER,5.04
KEGS,0.00
LIQUOR,15.37
BEER,3.00
LIQUOR,35.88
KEGS,0.00
WINE,68.74
LIQUOR,266.44
BEER,48.00
LIQUOR,8.60
KEGS,0.00
KEGS,0.00
KEGS,0.00
LIQUOR,10.40
BEER,0.00
BEER,0.68
BEER,4.25
BEER,10.62
KEGS,0.00
BEER,0.00
EXCELSIOR ROBERTSON CAB - 750ML,WINE
BEER,0.00
WINE,0.24
BEER,0.33
BEER,0.00
WINE,58.78
WINE,33.41
WINE,97.23
WINE,21.87
LIQUOR,1.14
BEER,0.00
KEGS,0.00
LIQUOR,24.65
LIQUOR,12.67
BEER,6.49
LIQUOR,53.46
LIQUOR,13.52
LIQUOR,40.00
LIQUOR,0.68
LIQUOR,25.19
LIQUOR,106.71
LIQUOR,0.81
LIQUOR,16.91
LIQUOR,0.18
WINE,0.00
WINE,0.00
LIQUOR,0.16
LIQUOR,10.33
LIQUOR,38.57
LIQUOR,80.94
LIQUOR,29.16
LIQUOR,11.82
LIQUOR,2.41
LIQUOR,11.42
LIQUOR,17.07
BEER,49.75
BEER,9.62
LIQUOR,16.41
LIQUOR,5.61
LIQUOR,17.62
LIQUOR,9.24
LIQUOR,1.73
LIQUOR,4.24
WINE,7.70
LIQUOR,5.84
LIQUOR,7.66
BEER,11.25
LIQUOR,40.58
LIQUOR,48.87
BEER,0.68
BEER,1.00
BEER,0.00
LIQUOR,44.64
BEER,0.00
KEGS,0.00
LIQUOR,3.43
LIQUOR,11.00
LIQUOR,3.04
LIQUOR,5.88
BEER,5.75
BEER,1.50
BEER,0.00
BEER,0.00
ARGIOLAS CASTERA - 750ML,WINE
BEER,0.00
LIQUOR,4.64
LIQUOR,47.26
BEER,0.00
LIQUOR,0.32
KEGS,0.00
BEER,0.00
BEER,0.00
LIQUOR,1.67
KEGS,0.00
LIQUOR,63.60
BEER,0.00
BEER,0.00
LIQUOR,7.08
LIQUOR,0.49
BEER,0.00
LIQUOR,23.05
LIQUOR,33.08
BEER,0.00
BEER,1.25
BEER,301.00
WINE,6.24
KEGS,0.00
LIQUOR,0.18
BEER,0.00
BEER,7.50
LIQUOR,28.03
LIQUOR,152.47
LIQUOR,192.38
BEER,0.00
BEER,63.50
WINE,0.08
LIQUOR,20.61
BEER,0.00
LIQUOR,2.48
BEER,0.00
KEGS,0.00
BEER,2.31
KEGS,0.00
LIQUOR,8.93
BEER,54.99
KEGS,0.00
LIQUOR,0.17
KEGS,0.00
BEER,6.25
BEER,77.49
BEER,2.15
BEER,5.25
BEER,0.00
BEER,2.50
BEER,0.50
BEER,0.00
KEGS,0.00
BEER,12.00
KEGS,0.00
BEER,0.00
LIQUOR,23.40
BEER,1.75
LIQUOR,0.50
KEGS,0.00
BEER,11.30
LIQUOR,7.80
KEGS,0.00
BEER,19.87
KEGS,0.00
BEER,35.00
BEER,2.75
BEER,2.00
LIQUOR,0.68
BEER,1.50
WINE,0.42
BEER,0.00
BEER,15.50
WINE,0.17
BEER,0.00
BEER,14.92
BEER,3.00
BEER,6.75
KEGS,0.00
BEER,3.44
KEGS,0.00
KEGS,0.00
BEER,0.00
BEER,27.75
BEER,0.25
WINE,0.00
BEER,64.50
KEGS,0.00
BEER,7.73
BEER,0.00
KEGS,0.00
BEER,2.00
KEGS,0.00
BEER,1.00
BEER,0.00
KEGS,0.00
LIQUOR,5.94
BEER,0.51
LIQUOR,20.21
LIQUOR,65.98
LIQUOR,1.93
KEGS,0.00
LIQUOR,1.70
BEER,8.75
BEER,55.75
BEER,10.25
KEGS,0.00
KEGS,0.00
KEGS,0.00
LIQUOR,2.09
LIQUOR,29.94
LIQUOR,71.02
BEER,2.25
BEER,0.00
BEER,0.00
BEER,0.00
BEER,0.00
LIQUOR,97.32
BEER,0.00
WINE,2.89
LIQUOR,10.34
LIQUOR,39.15
COUSINO MACUL SAUVIGNON GRIS - 750ML,WINE
LIQUOR,36.35
BEER,2.50
BEER,1.18
LIQUOR,26.49
BEER,1.00
LIQUOR,15.11
LIQUOR,83.98
BEER,0.00
BEER,9.00
LIQUOR,13.98
LIQUOR,0.04
BEER,0.00
BEER,154.97
KEGS,0.00
KEGS,0.00
LIQUOR,0.68
BEER,20.00
BEER,0.00
KEGS,0.00
BEER,0.00
LIQUOR,0.89
LIQUOR,31.40
BEER,0.00
LIQUOR,0.17
BEER,7.50
BEER,0.00
BEER,0.00
LIQUOR,14.90
LIQUOR,7.12
BEER,0.05
BEER,3.50
BEER,0.75
BEER,6.25
KEGS,0.00
LIQUOR,2.62
LIQUOR,42.95
BEER,1.00
LIQUOR,0.24
LIQUOR,3.23
BEER,0.00
BEER,0.00
BEER,0.00
BEER,0.00
BEER,0.42
COUSINO MACUL FINIS TERRAE - 750ML,WINE
KEGS,0.00
BEER,13.75
BEER,0.50
BEER,8.25
LIQUOR,102.65
LIQUOR,0.32
LIQUOR,6.39
BEER,0.00
LIQUOR,5.88
WINE,0.24
BEER,1.25
BEER,0.00
BEER,0.00
HILLROCK SOLERA AGED BOURBON - 750ML,LIQUOR
WINE,3.01
WINE,32.78
WINE,31.46
LIQUOR,0.51
WINE,48.48
WINE,0.00
WINE,4.68
WINE,0.84
WINE,0.00
WINE,0.00
WINE,0.00
WINE,14.70
WINE,0.17
LIQUOR,1.84
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,3.23
WINE,0.00
BEER,1.69
BEER,0.00
BEER,0.00
BEER,26.50
LIQUOR,39.88
LIQUOR,9.27
BEER,0.00
BEER,0.50
LIQUOR,0.16
BEER,1.16
BEER,15.00
KEGS,0.00
WINE,21.97
BEER,0.00
LIQUOR,15.65
LIQUOR,12.92
LIQUOR,3.39
WINE,110.56
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.16
4 BEARS P/NOIR - 750ML,WINE
WINE,0.00
WINE,8.74
PAUL HOBBS FELINO CHARD - 750ML,WINE
WINE,0.00
ANNALISA MOSCATO - 750ML,WINE
WINE,17.69
WINE,2.48
WINE,0.00
LIQUOR,33.32
LIQUOR,0.33
WINE,1.95
WINE,22.15
WINE,20.08
WINE,16.17
WINE,0.67
WINE,0.00
WINE,0.00
WINE,1.95
WINE,1.66
DR PAULY BERG NOBLE HOUSE DORNFELDER - 750ML,WINE
COLTIBUONO CHN CL R STUCCHI - 750ML,WINE
LIQUOR,1.69
WINE,0.24
NON-ALCOHOL,0.00
LIQUOR,8.24
WINE,0.32
LIQUOR,42.44
WINE,0.00
WINE,39.13
WINE,0.00
LIQUOR,0.65
LIQUOR,5.58
SANTA JULIA MAL - 187ML,WINE
LIQUOR,8.93
TIAMO PROSECCO X/DRY - 187ML,WINE
LIQUOR,1.02
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,51.81
WINE,0.00
WINE,0.00
WINE,12.40
WINE,2.51
WINE,0.00
CH BEAU RIVAGE RGE - 750ML,WINE
WINE,1.39
LIQUOR,12.02
WINE,0.00
NON-ALCOHOL,0.00
WINE,0.00
WINE,0.84
LIQUOR,0.33
WINE,4.61
WINE,5.22
WINE,0.00
WINE,0.04
WINE,0.00
LIQUOR,18.21
WINE,13.83
WINE,67.19
WINE,0.00
WINE,0.16
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.08
LIQUOR,63.77
WINE,0.40
WINE,0.00
WINE,0.00
WOLFTRAP WHT - 750ML,WINE
WINE,0.00
WINE,1.92
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.40
LIQUOR,6.18
WINE,0.08
WINE,56.39
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.25
WINE,0.00
WINE,0.67
WINE,0.00
WINE,0.00
WINE,0.24
WINE,0.00
QUINTA DE LA ROSA TRAD LBV PORT - 500ML,WINE
WINE,9.27
WINE,0.08
WINE,14.81
WINE,0.75
WINE,13.27
WINE,0.16
HAHN P/NOIR - 750ML,WINE
WINE,0.00
LIQUOR,18.36
WINE,0.83
BEER,0.00
WINE,0.00
MAN VINTNERS S/BLC - 750ML,WINE
KANONKOP KADETTE - 750ML,WINE
WINE,0.00
WINE,0.00
QUINTA DE LA ROSA TONEL 10YR TAWNY - 500ML,WINE
WINE,1.21
WINE,0.00
MACROSTIE S/C CHARD - 750ML,WINE
WINE,0.00
LIQUOR,0.05
WINE,1.36
WINE,0.00
WINE,4.23
SANTA JULIA CAB SUSTAINABLE - 750ML,WINE
HAUT MONPLAISIR TRADITON - 750ML,WINE
WINE,1.07
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
PAUL HOBBS FELINO MAL - 750ML,WINE
WINE,0.00
WINE,0.90
WINE,0.00
WINE,1.71
WINE,1.13
4 BEARS S/BLC - 750ML,WINE
WINE,0.28
WINE,2.50
WINE,0.00
TORTOISE CREEK ZIN - 750ML,WINE
WINE,0.00
LIQUOR,22.05
BOYD & BLAIR POTATO VODKA - 750ML,LIQUOR
WINE,0.00
WINE,7.58
DOM BARON BLC - 750ML,WINE
WINE,3.44
WINE,0.00
WINE,0.00
WINE,33.93
WINE,12.14
WINE,37.76
WINE,0.00
LIQUOR,1.62
WINE,0.00
WINE,3.99
WINE,0.08
WINE,0.08
WINE,0.34
WINE,0.00
WINE,1.55
WINE,3.42
WINE,0.00
WINE,0.00
BEER,0.08
WINE,0.00
CIELO P/NOIR - 750ML,WINE
WINE,0.00
CH DE PARENCHERE BORD SUP - 750ML,WINE
WINE,0.00
WINE,0.40
WINE,0.00
WINE,0.00
LIQUOR,10.80
DR LOOSEN RIESLING ESTATE BLUE SLATE - 750ML,WINE
WINE,1.14
LIQUOR,19.91
WINE,0.00
SANTA JULIA MALBEC SUSTAINABLE - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
BISHOPS PEAK P/NOIR - 750ML,WINE
WINE,0.00
WINE,0.58
LIQUOR,0.17
WINE,1.99
WINE,0.33
LIQUOR,5.96
WINE,0.50
LIQUOR,0.52
LIQUOR,0.16
WINE,0.00
WINE,6.64
BEER,2.50
LIQUOR,6.67
LIQUOR,41.90
WINE,0.24
WINE,5.10
WINE,0.00
WINE,0.00
WINE,0.00
FAMILIA ZUCCARDI SERIE A TORR - 750ML,WINE
WINE,0.00
LIQUOR,0.34
WINE,0.24
WINE,0.00
COUROULU VACQUEYRAS - 750ML,WINE
BADENHORST SECATEURS RED BLEND - 750ML,WINE
PAUL HOBBS CROSSBARN CHARD - 750ML,WINE
WINE,0.00
RIDGE EST CHARD - 750ML,WINE
WINE,0.00
BADENHORST SECATEURS CH/BLC - 750ML,WINE
WINE,0.00
CASTELLO DI BOSSI CHN CL - 750ML,WINE
WINE,10.32
LIQUOR,11.44
LIQUOR,0.40
WINE,0.00
WINE,5.75
WINE,9.05
WINE,34.31
BORSAO GARN VINA BORGIA - 3L,WINE
WINE,0.00
SANTA JULIA P/GRIG SUSTAINABLE - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
MACROSTIE S/C CHARD - 375ML,WINE
POZZAN R/R CHARD - 750ML,WINE
WINE,0.00
ANNALISA P/GRIG - 750ML,WINE
WINE,0.50
LIQUOR,27.59
SANTA JULIA TORRONTES SUSTAINABLE - 750ML,WINE
WINE,1.57
WINE,0.67
WINE,0.00
LIQUOR,88.06
DR LOOSE DR L SPARK RIES NV - 750ML,WINE
WINE,7.12
LIQUOR,4.89
LIQUOR,11.38
WINE,0.00
WINE,0.00
LIQUOR,44.88
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.24
LIQUOR,11.97
WINE,0.25
WINE,2.08
YALUMBA Y SERIES SANG/RSE - 750ML,WINE
WINE,0.51
WINE,0.00
ANIMA NEGRA QUIBIA - 750ML,WINE
WINE,34.60
WINE,0.08
WINE,0.00
WINE,0.00
WINE,0.00
CH DE PARAZA MINERVOIS RSE - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
BODEGAS VOLVER MONASTRELL TARIMA - 750ML,WINE
WINE,0.00
RAATS CH/BLC - 750ML,WINE
WINE,0.00
WINE,0.40
DANTE P/NOIR - 750ML,WINE
KUROSAWA JUNMAI KIMOTO - 720ML,WINE
WINE,0.00
WINE,0.08
WINE,2.21
WINE,0.00
WINE,0.08
WINE,0.08
WINE,0.00
WINE,0.08
BROOKS AMYCAS - 750ML,WINE
WINE,0.00
WINE,0.00
BORSAO BLANCO - 750ML,WINE
BORSAO CAMPO DE BORJA - 750ML,WINE
WINE,0.40
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.24
WINE,0.00
WINE,0.00
LA RIOJA ALTA VINA ALBERDI RES - 750ML,WINE
WINE,4.53
WINE,0.00
WINE,0.34
WINE,0.00
TIAMO PROSECCO ORGANIC - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,1.33
WINE,0.00
WINE,0.24
WINE,0.32
WINE,0.00
WINE,2.40
WINE,0.42
WINE,3.38
WINE,0.00
WINE,3.03
WINE,0.00
WINE,0.34
WINE,11.59
WINE,6.32
WINE,1.86
BEER,22.00
WINE,0.00
WINE,5.58
WINE,0.00
WINE,0.08
WINE,1.55
WINE,0.00
WINE,1.89
WINE,1.09
WINE,0.00
WINE,0.00
WINE,3.23
BEER,12.25
LIQUOR,63.40
BEER,4.50
WINE,0.17
PALLADIO CHN - 750ML,WINE
TRAMIN P/GRIG - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
KEGS,0.00
BEER,0.00
BEER,0.00
BEER,0.00
WINE,0.08
WINE,2.13
BEER,63.75
WINE,0.00
WINE,0.25
WINE,1.90
WINE,0.00
BEER,0.75
BEER,0.00
WINE,1.49
BEER,60.54
BEER,39.46
BEER,19.00
WINE,0.00
BEER,2.75
BOVE VOUV - 750ML,WINE
CH HAUT LA PEREYRE BORD RGE - 750ML,WINE
WINE,0.17
BEER,0.00
WINE,0.34
BEER,0.75
WINE,6.34
WINE,0.00
BEER,204.08
LIQUOR,2.87
BEER,206.58
WINE,0.08
BEER,0.00
BEER,18.91
LIQUOR,4.58
WINE,0.00
WINE,0.00
WINE,13.82
BEER,46.70
BEER,0.00
WINE,0.00
WINE,0.67
WINE,0.00
BEER,25.49
WINE,0.00
CASTILLO MONJARDIN GARN - 750ML,WINE
CARLOS SERRES O/V TEMP - 750ML,WINE
WINE,4.93
BEER,0.00
BEER,1.00
WINE,0.08
WINE,2.13
WINE,4.68
WINE,0.00
WINE,0.00
WINE,0.97
WINE,7.14
WINE,2.80
NON-ALCOHOL,8.20
WINE,2.02
CARLOS SERRES CRIANZA - 750ML,WINE
NON-ALCOHOL,5.21
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.16
LIQUOR,2.90
WINE,0.17
WINE,0.65
WINE,0.49
WINE,3.58
WINE,1.41
WINE,0.66
WINE,0.00
BEER,21.00
HENDRY NAPA ZIN HRW - 750ML,WINE
AUTARD CDP - 750ML,WINE
WINE,3.33
WINE,1.33
WINE,8.05
WINE,0.32
WINE,0.83
WINE,0.00
BORSAO BEROLA RED - 750ML,WINE
WINE,0.00
MACROSTIE P/NOIR - 750ML,WINE
WINE,0.00
WINE,57.77
CANTINA NALLES P/GRIG - 750ML,WINE
WINE,0.40
WINE,1.90
WINE,0.00
WINE,0.08
WINE,4.22
WINE,3.16
WINE,0.00
WINE,0.00
DONNHOFF EST RIES TROCKEN - 750ML,WINE
GUNTRUM RIES BLUE BOTTLE - 750ML,WINE
WINE,0.00
WINE,0.00
BUITENVERWACHTING BEYOND S/BLC - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,1.55
WINE,0.00
WINE,0.00
FIRE ROAD P/NOIR - 750ML,WINE
WINE,0.00
WINE,0.88
WINE,0.49
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.25
WINE,0.00
WINE,0.00
WINE,9.06
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
HAHN GSM - 750ML,WINE
WINE,0.00
WINE,10.63
WINE,0.08
FOPPIANO PET/SYR LOT 96 - 750ML,WINE
WINE,0.41
WINE,0.00
WINE,0.08
WINE,0.74
WINE,0.00
WINE,0.51
WINE,0.00
WINE,0.00
WINE,0.00
NON-ALCOHOL,0.00
WINE,0.33
WINE,0.00
WINE,0.24
WINE,0.08
WINE,0.00
WINE,0.00
WINE,0.08
KEGS,0.00
WINE,0.00
WINE,0.00
BEER,1.00
WINE,3.69
CH DE FONTENILLE BLC - 750ML,WINE
WINE,0.00
J PORTUGAL RAMOS RESA RED - 750ML,WINE
DOM BRUNET P/NOIR - 750ML,WINE
WINE,13.92
BORSAO VINA BORGIA MACABEO WHITE - 3L,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
BRAAI CAB - 750ML,WINE
WINE,1.47
CLOSERIE DES LYS P/NOIR - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.98
WINE,0.00
WINE,0.08
BEER,0.00
WINE,0.00
WINE,0.00
WINE,0.08
WINE,0.00
WINE,0.51
WINE,0.00
WINE,0.00
BEER,3.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
BEER,0.00
WINE,0.00
WINE,0.00
CH DE FONTENILLE BORD RGE - 750ML,WINE
WINE,8.43
WINE,0.17
LIQUOR,0.96
WINE,0.00
BEER,174.00
WINE,0.72
BEER,6.25
WINE,2.79
LIQUOR,1.50
WINE,17.04
WINE,0.00
BEER,15.25
BEER,0.00
WINE,0.66
WINE,0.17
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,4.63
WINE,11.85
WINE,10.21
WINE,0.00
WINE,5.53
WINE,0.24
LIQUOR,6.28
DOM BRUNET CHARD - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
KRIS ARTISTS CUV - 750ML,WINE
WILD HILLS P/NOIR - 750ML,WINE
SENDA VERDE ALBR - 750ML,WINE
LIQUOR,0.34
LIQUOR,1.02
CASTELLO DI BOSSI CHN CL RIS BERARDO - 750ML,WINE
NON-ALCOHOL,4.24
WINE,0.00
WINE,0.00
BEER,0.00
BEER,0.00
WINE,0.00
BEER,0.00
BEER,4.75
BEER,0.75
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
DR LOOSEN GRAY SLATE RIES - 750ML,WINE
BEER,3.50
WINE,0.00
WINE,0.00
GRAHAM BECK BRUT RSE NON VINT - 750ML,WINE
BEER,0.00
WINE,0.00
ELK COVE WILLAMETTE P/NOIR - 750ML,WINE
DOURUM TONS DE DOURUM RED - 750ML,WINE
WINE,0.17
WINE,0.16
WINE,0.00
WINE,0.00
WINE,0.00
WINE,7.85
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.08
WINE,0.00
WINE,0.00
WINE,0.00
MAN VINTNERS CHEIN BLC - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,9.64
WINE,0.00
WINE,0.00
REVERDY DUCROUX BEAU ROY SANCERRE - 750ML,WINE
WINE,0.16
WINE,0.00
